"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"1400000US06013355304","Census Tract 3553.04, Contra Costa County, California","8763","462","7788","455","6263","527","279","242","15","25","754","192","0","17","22","35","455","208","0","17","455","208","975","275","777","234","110","182","0","17","0","17","0","17","88","61","0","17","0","17","0","17"
"1400000US06013355306","Census Tract 3553.06, Contra Costa County, California","5315","267","4898","285","4387","305","74","47","0","17","214","82","0","17","3","7","220","97","0","17","220","97","417","144","280","113","0","17","0","17","0","17","0","17","57","66","80","82","28","47","52","69"
"1400000US06013356001","Census Tract 3560.01, Contra Costa County, California","4379","317","3034","376","967","162","403","184","0","12","1112","227","12","23","78","114","462","347","102","136","360","308","1345","222","903","332","0","12","0","12","19","24","0","12","389","256","34","33","34","33","0","12"
"1400000US06013356002","Census Tract 3560.02, Contra Costa County, California","5522","408","4553","426","1995","275","456","173","10","14","1531","288","0","17","10","15","551","276","9","15","542","277","969","432","666","431","0","17","0","17","11","17","0","17","224","133","68","79","45","59","23","35"
"1400000US06013357000","Census Tract 3570, Contra Costa County, California","3317","340","2664","317","2175","339","202","168","26","27","87","86","0","12","28","26","146","87","0","12","146","87","653","287","299","119","10","16","0","12","0","12","0","12","234","217","110","86","64","56","46","53"
"1400000US06013358000","Census Tract 3580, Contra Costa County, California","6285","344","4272","465","1529","277","1146","245","0","17","1088","242","86","86","0","17","423","270","0","17","423","270","2013","436","1343","494","0","17","0","17","29","35","0","17","429","281","212","228","23","39","189","223"
"1400000US06013359102","Census Tract 3591.02, Contra Costa County, California","5982","350","4290","327","1433","216","940","204","9","16","1565","188","0","17","17","31","326","148","0","17","326","148","1692","313","799","347","12","19","73","86","0","17","0","17","383","217","425","217","328","221","97","81"
"1400000US06013359103","Census Tract 3591.03, Contra Costa County, California","5237","338","4581","397","1655","298","517","262","0","17","1943","462","1","3","17","27","448","205","47","37","401","205","656","273","281","159","12","19","0","17","10","17","0","17","255","156","98","92","50","60","48","57"
"1400000US06013359104","Census Tract 3591.04, Contra Costa County, California","2086","166","1790","184","413","77","432","101","6","10","831","150","0","12","23","39","85","58","5","8","80","57","296","110","147","84","20","23","10","15","43","43","0","12","48","38","28","25","8","14","20","20"
"1400000US06013359105","Census Tract 3591.05, Contra Costa County, California","5006","308","4424","337","864","135","937","269","0","17","2385","329","0","17","0","17","238","106","14","23","224","106","582","266","358","210","21","32","0","17","92","144","0","17","82","99","29","31","0","17","29","31"
"1400000US06013359202","Census Tract 3592.02, Contra Costa County, California","6043","337","4787","489","2508","397","472","216","14","23","1295","442","27","44","138","201","333","208","0","17","333","208","1256","387","647","278","0","17","0","17","32","53","0","17","458","329","119","85","54","44","65","76"
"1400000US06013359203","Census Tract 3592.03, Contra Costa County, California","7248","421","5905","563","2016","677","865","281","0","17","2760","390","0","17","7","14","257","186","14","23","243","182","1343","515","969","506","0","17","0","17","58","88","0","17","244","134","72","72","9","15","63","69"
"1400000US06013359204","Census Tract 3592.04, Contra Costa County, California","4915","283","3995","354","736","295","713","174","0","12","2215","321","149","199","49","55","133","80","9","16","124","79","920","311","472","233","0","12","0","12","18","21","0","12","295","212","135","109","109","105","26","36"
"1400000US06013360101","Census Tract 3601.01, Contra Costa County, California","4405","286","3543","353","1876","180","359","108","0","12","797","243","0","12","43","63","468","213","0","12","468","213","862","238","351","216","0","12","44","48","7","12","0","12","302","153","158","145","38","45","120","136"
"1400000US06013360102","Census Tract 3601.02, Contra Costa County, California","4115","271","3277","256","1690","248","394","233","14","24","1062","212","0","12","0","12","117","88","0","12","117","88","838","188","447","217","29","47","11","16","8","13","0","12","96","69","247","205","29","35","218","205"
"1400000US06013360200","Census Tract 3602, Contra Costa County, California","5173","340","3690","338","1527","296","526","198","11","18","1325","479","23","30","15","23","263","142","34","53","229","131","1483","267","844","339","0","17","93","118","45","68","0","17","390","237","111","89","51","47","60","69"
"1400000US06013361000","Census Tract 3610, Contra Costa County, California","5093","336","3771","357","1636","225","629","152","0","17","1172","354","93","81","0","17","241","95","0","17","241","95","1322","321","743","230","0","17","0","17","0","17","0","17","432","284","147","74","30","34","117","62"
"1400000US06013362000","Census Tract 3620, Contra Costa County, California","2798","310","2378","285","1440","177","507","135","0","12","260","142","0","12","0","12","171","98","0","12","171","98","420","188","198","108","0","12","0","12","26","35","0","12","190","179","6","9","6","9","0","12"
"1400000US06013363000","Census Tract 3630, Contra Costa County, California","7408","670","5531","516","2347","314","1460","446","0","17","1378","279","0","17","0","17","346","227","0","17","346","227","1877","348","1204","472","0","17","0","17","45","51","0","17","425","243","203","179","43","49","160","163"
"1400000US06013364002","Census Tract 3640.02, Contra Costa County, California","5531","523","3215","354","1126","252","792","268","8","12","1038","231","0","17","0","17","251","145","17","25","234","141","2316","554","1023","379","0","17","37","49","0","17","0","17","1090","595","166","118","166","118","0","17"
"1400000US06013365002","Census Tract 3650.02, Contra Costa County, California","5590","456","1758","396","226","180","1021","295","0","17","382","225","15","35","0","17","114","110","0","17","114","110","3832","516","1584","449","10","15","16","26","19","32","71","114","1962","499","170","133","23","37","147","127"
"1400000US06013365003","Census Tract 3650.03, Contra Costa County, California","5164","627","4127","637","1131","349","1290","281","43","66","1148","278","0","17","270","296","245","136","0","17","245","136","1037","270","570","304","254","254","0","17","50","93","0","17","146","105","17","30","0","17","17","30"
"1400000US06013366001","Census Tract 3660.01, Contra Costa County, California","4514","388","2019","459","331","183","347","207","25","33","886","294","0","12","157","142","273","173","0","12","273","173","2495","384","1238","423","44","69","0","12","0","12","0","12","1203","455","10","16","10","16","0","12"
"1400000US06013366002","Census Tract 3660.02, Contra Costa County, California","6627","363","2069","280","271","78","591","190","6","9","1064","250","42","66","17","27","78","52","0","17","78","52","4558","425","1779","455","94","59","8","12","11","18","0","17","2583","528","83","77","37","48","46","60"
"1400000US06013367100","Census Tract 3671, Contra Costa County, California","5342","398","3414","346","409","97","1572","305","0","17","993","241","116","170","0","17","324","165","9","14","315","165","1928","347","1196","390","17","29","67","110","0","17","0","17","601","348","47","45","20","31","27","32"
"1400000US06013367200","Census Tract 3672, Contra Costa County, California","6042","395","2984","262","440","155","937","207","0","17","1333","254","145","172","0","17","129","96","0","17","129","96","3058","387","1542","454","67","97","0","17","24","32","0","17","1369","478","56","46","13","21","43","40"
"1400000US06013368001","Census Tract 3680.01, Contra Costa County, California","4817","410","953","292","329","184","204","112","0","12","227","133","0","12","81","131","112","104","0","12","112","104","3864","472","2076","573","22","35","21","41","0","12","0","12","1702","409","43","60","21","41","22","44"
"1400000US06013368002","Census Tract 3680.02, Contra Costa County, California","3782","312","1017","211","148","95","433","167","19","28","312","94","29","38","13","23","63","63","0","12","63","63","2765","289","1101","358","0","12","77","84","0","12","0","12","1504","403","83","65","23","33","60","49"
"1400000US06013369001","Census Tract 3690.01, Contra Costa County, California","7254","581","3809","448","864","262","918","246","0","17","1863","419","2","4","21","34","141","134","0","17","141","134","3445","642","1986","778","26","34","0","17","8","16","0","17","1383","651","42","54","17","31","25","41"
"1400000US06013369002","Census Tract 3690.02, Contra Costa County, California","3045","400","1779","289","753","131","444","157","0","12","429","165","0","12","5","10","148","96","32","34","116","88","1266","511","841","398","15","22","0","12","0","12","1","3","372","377","37","56","37","56","0","12"
"1400000US06013370000","Census Tract 3700, Contra Costa County, California","2850","198","2293","200","1235","166","371","149","8","12","540","88","0","12","5","11","134","95","0","12","134","95","557","121","291","108","0","12","0","12","0","12","0","12","248","133","18","22","11","18","7","12"
